provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
130826,"Mid-Rivers Telephone Cooperative, Inc.",40,Cable,11383,14710,11383,14710
130826,"Mid-Rivers Telephone Cooperative, Inc.",50,Fiber to the Premises,8948,11106,8948,11106
130826,"Mid-Rivers Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,60,81,60,81
130828,"Midstate Communications, Inc. (SD)",50,Fiber to the Premises,7772,8928,7772,8928
130829,"Mid-States Services, LLC",50,Fiber to the Premises,3904,4632,855,1222
130829,"Mid-States Services, LLC",70,Unlicensed Fixed Wireless,314,387,105,156
130831,Midvale Telephone Exchange,10,Copper,3935,4374,3935,4374
130831,Midvale Telephone Exchange,50,Fiber to the Premises,2835,3181,2835,3181
130831,Midvale Telephone Exchange,70,Unlicensed Fixed Wireless,744,866,744,866
130833,McCammon Enterprises,70,Unlicensed Fixed Wireless,392,443,80,126
130834,"Midwest Telecom of America, Inc.",70,Unlicensed Fixed Wireless,163,181,2,2
130837,Miles Cooperative Telephone Association,50,Fiber to the Premises,2089,2720,2089,2720
130839,"Milford Communications, LLC",40,Cable,1680,1961,1680,1961
130839,"Milford Communications, LLC",50,Fiber to the Premises,1461,1685,1461,1685
130844,Millry Corporation,10,Copper,6342,6997,6342,6997
130844,Millry Corporation,50,Fiber to the Premises,2689,2910,2689,2910
130845,Minburn Telephone Company,50,Fiber to the Premises,1695,1997,1695,1997
130845,Minburn Telephone Company,70,Unlicensed Fixed Wireless,7782,10426,7782,10426
130846,"Minerva Valley Telephone Company, Inc.",50,Fiber to the Premises,1119,1172,1119,1172
130847,Minford Telephone Company,50,Fiber to the Premises,4616,5444,4616,5444
130849,Modern Cooperative Telephone Company,50,Fiber to the Premises,1272,1368,1272,1368
130850,Molalla Communications Company,50,Fiber to the Premises,6409,7845,6409,7845
130851,"Mon-Cre Telephone Cooperative, Inc.",50,Fiber to the Premises,4543,5329,4543,5329
130852,Monitor Cooperative Telephone Company,50,Fiber to the Premises,491,590,197,290
130853,Monon Telephone Company Inc.,50,Fiber to the Premises,2276,2353,2276,2353
130853,Monon Telephone Company Inc.,72,LBR Fixed Wireless,2019,2160,2019,2160
130854,Monroe Telephone Company,10,Copper,589,612,589,612
130854,Monroe Telephone Company,50,Fiber to the Premises,1231,1337,1231,1337
130856,Griggs County Telephone Company,50,Fiber to the Premises,5298,6551,5298,6551
130860,The Moundridge Telephone Company,10,Copper,950,1104,950,1104
130860,The Moundridge Telephone Company,50,Fiber to the Premises,1291,1499,1291,1499
130860,The Moundridge Telephone Company,70,Unlicensed Fixed Wireless,301,366,301,366
130862,Mount Horeb Telephone Company,10,Copper,3448,4635,3448,4635
130862,Mount Horeb Telephone Company,50,Fiber to the Premises,2781,3578,2781,3578
130862,Mount Horeb Telephone Company,70,Unlicensed Fixed Wireless,3590,4355,3590,4355
130865,"Mountain Rural Telephone Cooperative Corporation, Inc.",50,Fiber to the Premises,18978,20754,18978,20754
130872,MTCO Corporation,10,Copper,4989,5885,4989,5885
130872,MTCO Corporation,50,Fiber to the Premises,10358,11982,10358,11982
130874,"Mud Lake Telephone Cooperative Association, Inc.",10,Copper,282,347,282,347
130874,"Mud Lake Telephone Cooperative Association, Inc.",50,Fiber to the Premises,654,754,654,754
130874,"Mud Lake Telephone Cooperative Association, Inc.",70,Unlicensed Fixed Wireless,200,215,200,215
130875,Mulberry Cooperative Telephone Co. Inc.,10,Copper,10,12,10,12
130875,Mulberry Cooperative Telephone Co. Inc.,50,Fiber to the Premises,4227,4420,4227,4420
130877,Mutual Telephone Company (IA),10,Copper,1125,1262,1125,1262
130877,Mutual Telephone Company (IA),40,Cable,8529,9527,8529,9527
130877,Mutual Telephone Company (IA),50,Fiber to the Premises,29183,34421,29183,34421
130878,"Mutual Telephone Company of Morning Sun, Iowa",10,Copper,420,453,420,453
130878,"Mutual Telephone Company of Morning Sun, Iowa",50,Fiber to the Premises,1082,1119,1082,1119
130878,"Mutual Telephone Company of Morning Sun, Iowa",70,Unlicensed Fixed Wireless,10181,11010,10181,11010
130880,"Myakka Communications, Inc.",50,Fiber to the Premises,4933,5258,4933,5258
130882,"NATCO Communications, Inc.",10,Copper,8116,8455,8116,8455
130882,"NATCO Communications, Inc.",50,Fiber to the Premises,5037,5364,5037,5364
130885,North Dakota Telephone Company,50,Fiber to the Premises,18619,23642,18619,23642
130886,"NE Colorado Cellular, Inc.",71,Licensed Fixed Wireless,126375,145788,126375,145788
130887,"Nedelco, Inc.",10,Copper,347,395,347,395
130887,"Nedelco, Inc.",50,Fiber to the Premises,6881,7889,6916,7933
130887,"Nedelco, Inc.",70,Unlicensed Fixed Wireless,38341,48991,38341,48991
130889,Nelson Telephone Cooperative,40,Cable,1586,1977,1586,1977
130889,Nelson Telephone Cooperative,50,Fiber to the Premises,4553,5646,4553,5646
130890,"Nemont Telephone Cooperative, Inc.",10,Copper,22440,34315,22440,34315
130890,"Nemont Telephone Cooperative, Inc.",50,Fiber to the Premises,16015,23477,16015,23477
130890,"Nemont Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,13188,17559,13188,17559
130890,"Nemont Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,23396,36564,23396,36564
130892,"NetCarrier Telecom, Inc.",10,Copper,0,0,5,39
130892,"NetCarrier Telecom, Inc.",50,Fiber to the Premises,0,0,102,727
130901,New Hope Telephone Cooperative (VA),10,Copper,991,1012,991,1012
130901,New Hope Telephone Cooperative (VA),50,Fiber to the Premises,1164,1189,1164,1189
130902,"New Hope Telephone Cooperative, Inc. (AL)",50,Fiber to the Premises,9703,10503,9703,10503
130903,"New Knoxville Telephone Company/GoldStar Communications, LLC",10,Copper,478,542,478,542
130903,"New Knoxville Telephone Company/GoldStar Communications, LLC",40,Cable,270,301,270,301
130903,"New Knoxville Telephone Company/GoldStar Communications, LLC",50,Fiber to the Premises,16626,19462,17069,20216
130903,"New Knoxville Telephone Company/GoldStar Communications, LLC",70,Unlicensed Fixed Wireless,36181,39877,36181,39877
130904,"New Lisbon Telephone Company, Inc.",50,Fiber to the Premises,4245,4792,1067,1519
130904,"New Lisbon Telephone Company, Inc.",70,Unlicensed Fixed Wireless,7658,8202,1887,2419
130905,"New Paris Telephone Company, Inc.",10,Copper,2657,2761,2657,2761
130905,"New Paris Telephone Company, Inc.",40,Cable,7309,9401,7309,9401
130905,"New Paris Telephone Company, Inc.",50,Fiber to the Premises,23590,29062,23590,29062
130906,"Nuvera Communications, Inc.",10,Copper,35494,44796,35494,44796
130906,"Nuvera Communications, Inc.",40,Cable,3387,4214,3387,4214
130906,"Nuvera Communications, Inc.",50,Fiber to the Premises,13806,17633,13806,17633
130906,"Nuvera Communications, Inc.",70,Unlicensed Fixed Wireless,4045,4669,4045,4669
130906,"Nuvera Communications, Inc.",71,Licensed Fixed Wireless,22309,26785,22309,26785
130906,"Nuvera Communications, Inc.",72,LBR Fixed Wireless,31388,37195,31388,37195
130908,"New Windsor Communications, Inc.",10,Copper,642,700,642,700
130908,"New Windsor Communications, Inc.",50,Fiber to the Premises,589,686,589,686
130915,"Next Metro, LLC",10,Copper,0,0,24,192
130915,"Next Metro, LLC",40,Cable,0,0,1,5
130915,"Next Metro, LLC",50,Fiber to the Premises,0,0,37,558
130919,Wittenberg Telephone Company,10,Copper,74,83,74,83
130919,Wittenberg Telephone Company,40,Cable,502,642,502,642
130919,Wittenberg Telephone Company,50,Fiber to the Premises,5418,6420,5418,6420
130919,Wittenberg Telephone Company,70,Unlicensed Fixed Wireless,883,1023,883,1023
130921,NITCO Holding Corporation,10,Copper,11664,12676,11664,12676
130921,NITCO Holding Corporation,40,Cable,3422,4052,3422,4052
130921,NITCO Holding Corporation,50,Fiber to the Premises,7079,11318,7109,11391
130921,NITCO Holding Corporation,70,Unlicensed Fixed Wireless,117727,142987,117727,142987
130925,Nortex Communications,10,Copper,806,1009,806,1009
130925,Nortex Communications,50,Fiber to the Premises,19525,22864,19525,22864
130926,North Carolina RSA 3 Cellular Telephone Company,71,Licensed Fixed Wireless,311401,400617,311401,400617
130929,"North Central Telephone Cooperative, Inc.",50,Fiber to the Premises,58501,64628,58501,64628
130930,North English Cooperative Telephone Company,10,Copper,546,582,546,582
130930,North English Cooperative Telephone Company,50,Fiber to the Premises,890,973,890,973
130937,"Northeast Communications of Wisconsin, Inc.",10,Copper,26066,30818,26066,30818
130937,"Northeast Communications of Wisconsin, Inc.",50,Fiber to the Premises,8141,11222,8201,11299
130937,"Northeast Communications of Wisconsin, Inc.",71,Licensed Fixed Wireless,18533,24246,2941,6026
130938,Northeast Iowa Telephone Company,50,Fiber to the Premises,4345,4851,4345,4851
130938,Northeast Iowa Telephone Company,70,Unlicensed Fixed Wireless,576,697,576,697
130939,"Northeast Louisiana Telephone Co., Inc.",50,Fiber to the Premises,2114,2372,2114,2372
130940,Northeast Missouri Rural Telephone Company,50,Fiber to the Premises,10167,11561,10167,11561
130941,Northeast Nebraska Telephone Company,50,Fiber to the Premises,10876,11842,10876,11842
130943,Northern Telephone and Data Corp.,10,Copper,166,276,166,276
130943,Northern Telephone and Data Corp.,50,Fiber to the Premises,194,801,194,801
130943,Northern Telephone and Data Corp.,70,Unlicensed Fixed Wireless,955,1036,955,1036
130944,Northern Telephone Company/Wilderness Valley Telephone Company,10,Copper,40,41,40,41
130944,Northern Telephone Company/Wilderness Valley Telephone Company,50,Fiber to the Premises,125,127,125,127
130945,"Northern Telephone Cooperative, Inc.",10,Copper,186,194,44,49
130945,"Northern Telephone Cooperative, Inc.",50,Fiber to the Premises,841,1149,264,311
130950,Northwest Communications Cooperative,10,Copper,46,46,46,46
130950,Northwest Communications Cooperative,50,Fiber to the Premises,8328,10107,8328,10107
130953,Northwest Communications Cooperative Association,10,Copper,601,615,601,615
130953,Northwest Communications Cooperative Association,50,Fiber to the Premises,2145,2304,1209,1303
130953,Northwest Communications Cooperative Association,70,Unlicensed Fixed Wireless,30476,33520,30476,33520
130953,Northwest Communications Cooperative Association,71,Licensed Fixed Wireless,41643,46232,41643,46232
130955,"Nova Cablevision, Inc.",40,Cable,3755,4050,173,219
130956,"KCL Enterprises, Inc.",10,Copper,113,127,22,25
130962,Nucla-Naturita Telephone Company,10,Copper,1658,1861,1658,1861
130962,Nucla-Naturita Telephone Company,50,Fiber to the Premises,93,102,93,102
130962,Nucla-Naturita Telephone Company,70,Unlicensed Fixed Wireless,2,2,2,2
130962,Nucla-Naturita Telephone Company,71,Licensed Fixed Wireless,2190,2366,2190,2366
130963,Nunn Telephone Company,50,Fiber to the Premises,1053,1275,1053,1275
130967,OACYS Technology,50,Fiber to the Premises,351,377,375,434
130967,OACYS Technology,70,Unlicensed Fixed Wireless,75201,93751,75201,93751
130967,OACYS Technology,71,Licensed Fixed Wireless,48738,60556,48738,60556
130969,Ogden Telephone Company,50,Fiber to the Premises,3080,3283,3080,3283
130974,"Olin Telephone Company, Inc.",10,Copper,198,220,198,220
130974,"Olin Telephone Company, Inc.",50,Fiber to the Premises,1316,1504,1316,1504
130976,Northland Telephone Systems,10,Copper,252,272,252,272
130976,Northland Telephone Systems,50,Fiber to the Premises,3515,3735,10924,20325
130977,"Oneida Telephone Exchange, Inc.",10,Copper,241,253,241,253
130977,"Oneida Telephone Exchange, Inc.",50,Fiber to the Premises,1066,1179,1066,1179
130979,Onslow Cooperative Telephone Association,50,Fiber to the Premises,283,304,283,304
130982,"Zayo Group, LLC",10,Copper,0,0,186,5988
130982,"Zayo Group, LLC",50,Fiber to the Premises,0,0,6060,62238
130983,Oran Mutual Telephone Company,50,Fiber to the Premises,279,312,279,312
130986,Oregon Telephone Corporation,10,Copper,13714,15207,132,161
130986,Oregon Telephone Corporation,40,Cable,1358,1635,204,280
130986,Oregon Telephone Corporation,50,Fiber to the Premises,6986,7882,533,791
130986,Oregon Telephone Corporation,70,Unlicensed Fixed Wireless,710,842,59,82
130988,"Orlando Telephone Company, Inc.",0,Other,20,412,0,0
130988,"Orlando Telephone Company, Inc.",40,Cable,10039,30488,0,0
130988,"Orlando Telephone Company, Inc.",50,Fiber to the Premises,26009,55324,2750,22548
130989,Osage Municipal Utilities,40,Cable,2013,2273,2013,2273
130989,Osage Municipal Utilities,50,Fiber to the Premises,271,289,271,289
130989,Osage Municipal Utilities,70,Unlicensed Fixed Wireless,771,861,771,861
130993,"Firstlight Fiber, Inc.",10,Copper,7721,9958,1146,4285
130993,"Firstlight Fiber, Inc.",50,Fiber to the Premises,5111,6862,6438,25568
130996,"US Signal Company, LLC",10,Copper,0,0,303,2128
130996,"US Signal Company, LLC",50,Fiber to the Premises,0,0,118,186
130999,"NTT DoCoMo, Inc.",40,Cable,45013,65905,45013,65905
130999,"NTT DoCoMo, Inc.",50,Fiber to the Premises,0,0,395,1319
131003,Palmer Mutual Telephone Company,50,Fiber to the Premises,400,447,400,447
131005,"Palmetto Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,34407,42397,34407,42397
131006,Palo Cooperative Telephone Association,50,Fiber to the Premises,867,888,867,888
131007,"Panhandle Telephone Cooperative, Inc.",10,Copper,2534,3230,2534,3230
131007,"Panhandle Telephone Cooperative, Inc.",40,Cable,1624,1909,1624,1909
131007,"Panhandle Telephone Cooperative, Inc.",50,Fiber to the Premises,19542,22674,19542,22674
131007,"Panhandle Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,769,869,769,869
131008,Panora Communications Cooperative,40,Cable,415,423,415,423
131008,Panora Communications Cooperative,50,Fiber to the Premises,3215,3696,3215,3696
131008,Panora Communications Cooperative,70,Unlicensed Fixed Wireless,231,264,0,0
131009,Park Region Mutual Telephone Company,10,Copper,7866,9931,7866,9931
131009,Park Region Mutual Telephone Company,50,Fiber to the Premises,6524,7346,6524,7346
131009,Park Region Mutual Telephone Company,70,Unlicensed Fixed Wireless,34,34,34,34
131010,Partner Communications Cooperative,10,Copper,3129,3314,3129,3314
131010,Partner Communications Cooperative,40,Cable,138,138,0,0
131010,Partner Communications Cooperative,50,Fiber to the Premises,3358,3583,3358,3583
131011,"PATHWAYZ Communications, Inc.",50,Fiber to the Premises,11040,19623,11040,19623
131013,Pattersonville Telephone Company (NY),10,Copper,704,787,704,787
131013,Pattersonville Telephone Company (NY),50,Fiber to the Premises,520,553,520,553
131014,Paul Bunyan Rural Telephone Cooperative,10,Copper,9620,13687,9620,13687
131014,Paul Bunyan Rural Telephone Cooperative,50,Fiber to the Premises,55199,63248,55199,63248
131016,"PCC Holdings, Inc.",50,Fiber to the Premises,15014,18708,15014,18708
131016,"PCC Holdings, Inc.",70,Unlicensed Fixed Wireless,1258827,1583926,1258827,1583926
131017,Precision Communications Inc.,50,Fiber to the Premises,1772,2204,117,455
131017,Precision Communications Inc.,70,Unlicensed Fixed Wireless,3055,3360,139,395
131019,Peace Valley Telephone Company,10,Copper,102,110,32,37
131019,Peace Valley Telephone Company,72,LBR Fixed Wireless,287,335,76,97
131021,The Peetz Cooperative Telephone Company,50,Fiber to the Premises,251,296,251,296
131021,The Peetz Cooperative Telephone Company,70,Unlicensed Fixed Wireless,1921,2165,1921,2165
131023,"Pembroke Telephone Company, Inc.",50,Fiber to the Premises,6986,7618,6986,7618
131024,Pembroke Telephone Cooperative,10,Copper,2791,3119,2791,3119
131024,Pembroke Telephone Cooperative,50,Fiber to the Premises,731,778,731,778
131025,"Penasco Valley Telephone Cooperative, Inc.",10,Copper,3424,3853,3424,3853
131025,"Penasco Valley Telephone Cooperative, Inc.",40,Cable,8400,10266,8400,10266
131025,"Penasco Valley Telephone Cooperative, Inc.",50,Fiber to the Premises,1344,1795,1344,1795
131025,"Penasco Valley Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,25872,33291,25872,33291
131026,"Pencor Services, Inc.",10,Copper,5543,6429,5543,6429
131026,"Pencor Services, Inc.",40,Cable,238758,283192,664156,845097
131026,"Pencor Services, Inc.",50,Fiber to the Premises,4333,5545,5459,6835
131027,Pennsylvania Telephone Company,10,Copper,440,553,136,198
131027,Pennsylvania Telephone Company,50,Fiber to the Premises,665,845,216,304
131029,"Peoples Rural Telephone Cooperative Corporation, Inc.",50,Fiber to the Premises,15571,16098,15571,16098
131030,"Peoples Telecommunications, LLC",10,Copper,235,242,235,242
131030,"Peoples Telecommunications, LLC",50,Fiber to the Premises,4059,4534,4059,4534
131031,Peoples Telephone Cooperative,10,Copper,20782,24562,20782,24562
131031,Peoples Telephone Cooperative,50,Fiber to the Premises,38526,47623,65696,83208
131031,Peoples Telephone Cooperative,70,Unlicensed Fixed Wireless,64666,77695,64666,77695
131031,Peoples Telephone Cooperative,71,Licensed Fixed Wireless,115168,140747,115168,140747
131032,"Perry-Spencer Rural Telephone Cooperative, Inc.",10,Copper,256,277,256,277
131032,"Perry-Spencer Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,24841,27545,24841,27545
131034,Phillips County Telephone Company,40,Cable,1664,1939,1664,1939
131034,Phillips County Telephone Company,50,Fiber to the Premises,1991,2256,1991,2256
131034,Phillips County Telephone Company,71,Licensed Fixed Wireless,50,50,50,50
131034,Phillips County Telephone Company,72,LBR Fixed Wireless,474,522,474,522
131036,"Piedmont Rural Telephone Cooperative, Inc.",10,Copper,4721,6386,4721,6386
131036,"Piedmont Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,15721,19346,15721,19346
131037,"Pierce Telecommunications, Inc.",10,Copper,1741,1891,1741,1891
131037,"Pierce Telecommunications, Inc.",50,Fiber to the Premises,536,632,536,632
131038,Pine Belt Communications Co. Inc.,0,Other,0,0,1,2
131038,Pine Belt Communications Co. Inc.,40,Cable,2927,3570,2927,3570
131038,Pine Belt Communications Co. Inc.,50,Fiber to the Premises,4482,5590,4482,5590
131039,Pine Telephone Company,10,Copper,148,160,148,160
131039,Pine Telephone Company,50,Fiber to the Premises,18410,22106,18410,22106
131039,Pine Telephone Company,71,Licensed Fixed Wireless,39184,45562,39184,45562
131041,"Pineland Telephone Cooperative, Inc.",50,Fiber to the Premises,23963,27346,28352,33280
131042,Town of Pineville,10,Copper,602,2137,602,2137
131042,Town of Pineville,50,Fiber to the Premises,2239,2918,2239,2918
131043,"Pinpoint Holdings, Inc.",10,Copper,223,324,223,324
131043,"Pinpoint Holdings, Inc.",40,Cable,304,310,304,310
131043,"Pinpoint Holdings, Inc.",50,Fiber to the Premises,12100,13608,12100,13608
131043,"Pinpoint Holdings, Inc.",70,Unlicensed Fixed Wireless,211,240,211,240
131044,"Pioneer Telephone Association, Inc.",10,Copper,3865,4230,3865,4230
131044,"Pioneer Telephone Association, Inc.",40,Cable,6135,7355,6135,7355
131044,"Pioneer Telephone Association, Inc.",50,Fiber to the Premises,7946,9040,7946,9040
131045,Pioneer Telephone Cooperative (OK),10,Copper,60517,65100,60517,65100
131045,Pioneer Telephone Cooperative (OK),50,Fiber to the Premises,50476,57872,50476,57872
131045,Pioneer Telephone Cooperative (OK),70,Unlicensed Fixed Wireless,330,353,330,353
131046,Pioneer Telephone Cooperative (OR),10,Copper,11911,13564,11911,13564
131046,Pioneer Telephone Cooperative (OR),50,Fiber to the Premises,3195,4415,3195,4415
131047,Pioneer Telephone Holding Company,10,Copper,1,1,0,0
131047,Pioneer Telephone Holding Company,50,Fiber to the Premises,531,542,48,50
131049,"Plains Cooperative Telephone Association, Inc.",50,Fiber to the Premises,4133,4510,4133,4510
131050,Plainview Telephone Company Inc.,50,Fiber to the Premises,1349,1429,1349,1429
131050,Plainview Telephone Company Inc.,70,Unlicensed Fixed Wireless,291,316,291,316
131051,Plant Telephone Company,10,Copper,3749,4571,3749,4571
131051,Plant Telephone Company,40,Cable,7854,11212,7854,11212
131051,Plant Telephone Company,50,Fiber to the Premises,10546,11614,10546,11614
131052,"Planters Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,17343,18958,2826,3973
131055,"Poka Lambro Telephone Cooperative, Inc.",50,Fiber to the Premises,16862,19621,16862,19621
131055,"Poka Lambro Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,230,304,230,304
131056,Polar Communication Mutual Aid Corporation,50,Fiber to the Premises,17194,19388,17194,19388
131057,"Ponderosa Communications, Inc.",10,Copper,13039,15820,13039,15820
131057,"Ponderosa Communications, Inc.",50,Fiber to the Premises,2785,3264,2787,3268
131057,"Ponderosa Communications, Inc.",70,Unlicensed Fixed Wireless,2721,3481,2721,3481
131060,"TPC ACC Acquisition, LLC",10,Copper,9,10,0,0
131060,"TPC ACC Acquisition, LLC",40,Cable,14209,34999,0,0
131060,"TPC ACC Acquisition, LLC",50,Fiber to the Premises,21810,39474,0,0
131071,Preston Telephone Company,50,Fiber to the Premises,1462,1605,1462,1605
131073,"Progressive Rural Telephone Co-Op., Inc.",50,Fiber to the Premises,7758,8156,7758,8156
131074,"Progressive Voice & Data, Inc.",10,Copper,7,7,7,7
131074,"Progressive Voice & Data, Inc.",50,Fiber to the Premises,1452,1531,1452,1531
131075,"Project Mutual Telephone Cooperative Association, Inc.",10,Copper,9904,12347,9904,12347
131075,"Project Mutual Telephone Cooperative Association, Inc.",50,Fiber to the Premises,10752,13995,10752,13995
131075,"Project Mutual Telephone Cooperative Association, Inc.",71,Licensed Fixed Wireless,71,75,10,11
131076,"Public Service Communications, Inc.",10,Copper,4117,4428,4117,4428
131076,"Public Service Communications, Inc.",40,Cable,12016,13516,12016,13516
131076,"Public Service Communications, Inc.",50,Fiber to the Premises,8293,9145,8293,9145
131076,"Public Service Communications, Inc.",71,Licensed Fixed Wireless,52217,71925,52217,71925
131078,"Pulaski White Rural Telephone Cooperative, Inc.",10,Copper,3205,3321,3205,3321
131078,"Pulaski White Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,7917,8860,7917,8860
131081,"Metronet Holdings, LLC",50,Fiber to the Premises,1157301,1417504,1157301,1417504
131085,"Radcliffe Telephone Company, Inc.",50,Fiber to the Premises,680,720,680,720
131086,"Ragland Telephone Co., Inc.",10,Copper,1772,1952,1772,1952
131086,"Ragland Telephone Co., Inc.",50,Fiber to the Premises,1155,1290,1155,1290
131087,"Rainbow Telecommunications Association, Inc.",40,Cable,6945,7884,6945,7884
131087,"Rainbow Telecommunications Association, Inc.",50,Fiber to the Premises,6508,7653,6509,7654
131089,Randolph Telephone Membership Corporation,10,Copper,9615,10276,9615,10276
131089,Randolph Telephone Membership Corporation,50,Fiber to the Premises,27529,29894,27529,29894
131090,"Range Telephone Cooperative, Inc.",10,Copper,10256,12464,10256,12464
131090,"Range Telephone Cooperative, Inc.",50,Fiber to the Premises,13254,15931,13254,15931
131090,"Range Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,11484,14044,11484,14044
131090,"Range Telephone Cooperative, Inc.",72,LBR Fixed Wireless,7421,9190,7421,9190
131096,Readlyn Telephone Company,50,Fiber to the Premises,895,968,895,968
131096,Readlyn Telephone Company,70,Unlicensed Fixed Wireless,17,18,17,18
131097,Red River Rural Telephone Association,10,Copper,3,6,3,6
131097,Red River Rural Telephone Association,50,Fiber to the Premises,8749,10556,8749,10556
131097,Red River Rural Telephone Association,70,Unlicensed Fixed Wireless,869,1037,869,1037
131097,Red River Rural Telephone Association,71,Licensed Fixed Wireless,5613,8116,5613,8116
131097,Red River Rural Telephone Association,72,LBR Fixed Wireless,5983,8520,5983,8520
131100,Reedsburg Utility Commission,50,Fiber to the Premises,10700,13859,10700,13859
131102,Reservation Telephone Cooperative,10,Copper,908,950,908,950
131102,Reservation Telephone Cooperative,50,Fiber to the Premises,21123,29734,21123,29734
131103,"Reserve Holdings, Inc.",40,Cable,34493,42503,34493,42503
131103,"Reserve Holdings, Inc.",50,Fiber to the Premises,4,4,4,4
131106,Reynolds Telephone Company,50,Fiber to the Premises,1695,1799,1695,1799
131106,Reynolds Telephone Company,70,Unlicensed Fixed Wireless,177,201,177,201
131108,"Smithville Holding Company, Inc.",10,Copper,11251,12265,2964,3936
131108,"Smithville Holding Company, Inc.",50,Fiber to the Premises,26282,30978,3922,6458
131109,"Richland-Grant Telephone Cooperative, Inc.",10,Copper,1464,1939,230,535
131109,"Richland-Grant Telephone Cooperative, Inc.",50,Fiber to the Premises,5932,8517,2912,4570
131113,Ringgold Telephone Company,10,Copper,5368,6280,5368,6280
131113,Ringgold Telephone Company,50,Fiber to the Premises,9859,11171,9859,11171
131114,Ringsted Telephone Company,10,Copper,527,544,527,544
131114,Ringsted Telephone Company,50,Fiber to the Premises,1543,1641,1543,1641
131116,River Valley Telecommunications Cooperative,50,Fiber to the Premises,2004,2151,2004,2151
131116,River Valley Telecommunications Cooperative,71,Licensed Fixed Wireless,7511,8205,7511,8205
131117,"Riviera Telephone Company, Inc.",10,Copper,1326,1668,1326,1668
131117,"Riviera Telephone Company, Inc.",50,Fiber to the Premises,53,56,53,56
131117,"Riviera Telephone Company, Inc.",70,Unlicensed Fixed Wireless,5058,7096,5058,7096
131117,"Riviera Telephone Company, Inc.",72,LBR Fixed Wireless,8302,11236,8302,11236
131118,RJB Telecommunications Corp.,40,Cable,8554,9719,8554,9719
131118,RJB Telecommunications Corp.,50,Fiber to the Premises,3487,4139,3487,4139
131122,Roberts County Telephone Cooperative Association,10,Copper,1,1,1,1
131122,Roberts County Telephone Cooperative Association,50,Fiber to the Premises,3854,4189,3854,4189
131123,Robinson Communications Corporation,10,Copper,1396,1518,1396,1518
131123,Robinson Communications Corporation,50,Fiber to the Premises,155,173,155,173
131124,"Rochester Telephone Company, Inc.",50,Fiber to the Premises,18627,20230,18627,20230
131124,"Rochester Telephone Company, Inc.",70,Unlicensed Fixed Wireless,8412,8894,0,0
131124,"Rochester Telephone Company, Inc.",72,LBR Fixed Wireless,14680,15665,0,0
131125,"Comporium, Inc.",10,Copper,16147,18769,16147,18769
131125,"Comporium, Inc.",40,Cable,104092,133908,104092,133908
131125,"Comporium, Inc.",50,Fiber to the Premises,78774,93203,78774,93203
131126,Rock Port Telephone Company,10,Copper,1104,1253,1104,1253
131126,Rock Port Telephone Company,40,Cable,2479,2597,2479,2597
131126,Rock Port Telephone Company,50,Fiber to the Premises,2948,3224,2948,3224
131126,Rock Port Telephone Company,70,Unlicensed Fixed Wireless,5441,5896,5441,5896
131127,Rockwell Cooperative Telephone Association,50,Fiber to the Premises,2044,2324,2044,2324
131128,Roggen Telephone Cooperative Company,50,Fiber to the Premises,307,319,307,319
131128,Roggen Telephone Cooperative Company,70,Unlicensed Fixed Wireless,4932,5516,4932,5516
131129,"CommunityTel, Inc.",10,Copper,1957,3079,1957,3079
131129,"CommunityTel, Inc.",40,Cable,4852,6445,4852,6445
131129,"CommunityTel, Inc.",50,Fiber to the Premises,10270,17329,10270,17329
131129,"CommunityTel, Inc.",70,Unlicensed Fixed Wireless,7940,11421,7940,11421
131130,Roome Telecommunications Inc.,10,Copper,646,722,646,722
131130,Roome Telecommunications Inc.,40,Cable,333,354,333,354
131130,Roome Telecommunications Inc.,50,Fiber to the Premises,5,5,5,5
131131,"Roosevelt County Rural Telephone Cooperative, Inc.",10,Copper,69,81,69,81
131131,"Roosevelt County Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,8523,9922,8523,9922
131131,"Roosevelt County Rural Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,457,506,457,506
131135,Royal Telephone Company,50,Fiber to the Premises,442,482,442,482
131135,Royal Telephone Company,70,Unlicensed Fixed Wireless,7,9,7,9
131139,Runestone Telephone Association,10,Copper,520,573,520,573
131139,Runestone Telephone Association,50,Fiber to the Premises,8522,9520,8522,9520
131139,Runestone Telephone Association,70,Unlicensed Fixed Wireless,137,152,137,152
131141,Rural Telephone Service Company,10,Copper,479,492,479,492
131141,Rural Telephone Service Company,50,Fiber to the Premises,39488,45178,48196,56716
